t,r,r_dot,theta,theta_dot
2313704.5681893965,150696463908.08026,903.9303410048198,0.47296161926556884,2.0964965646368238e-07
2334738.2460820274,150715649458.3949,920.362881630843,0.47737205464775784,2.097191035284473e-07
2355771.9239746584,150735182131.1034,936.9366134489421,0.48178394067579533,2.0978759049341823e-07
2376805.601867289,150755064892.12567,953.6511854875611,0.48619725705857747,2.0985510810174606e-07
2397839.2797599197,150775300700.00183,970.5062402787048,0.4906119833101638,2.0992164712693274e-07
2418872.9576525507,150795892505.81613,987.5014138522347,0.4950280987502002,2.0998719837344287e-07
2439906.6355451816,150816843252.8148,1004.6363356967805,0.49944558250617543,2.100517526803749e-07
2460940.3134378125,150838155876.77115,1021.910628781837,0.5038644135112772,2.1011530091864133e-07
2481973.9913304434,150859833305.24448,1039.323909519234,0.508284570508172,2.1017783399578707e-07
2503007.6692230743,150881878457.4629,1056.8757877557698,0.5127060320496343,2.1023934285684236e-07
2524041.3471157053,150904294244.32333,1074.5658667732114,0.5171287764985459,2.1029981848432266e-07
2545075.025008336,150927083568.39157,1092.3937432882938,0.5215527820278969,2.1035925189822875e-07
2566108.702900967,150950249323.76627,1110.3590074487774,0.5259780266216971,2.1041763415716934e-07
2587142.3807935975,150973794395.83075,1128.4612428197445,0.530404488076856,2.1047495636110606e-07
2608176.0586862285,150997721661.43823,1146.70002638806,0.534832144001707,2.1053120964954945e-07
2629209.7365788594,151022033988.22473,1165.0749285495908,0.5392609718202113,2.10586385206219e-07
2650243.4144714903,151046734234.5654,1183.5855131082246,0.5436909487722379,2.10640474259367e-07
2671277.092364121,151071825249.57468,1202.2313372758679,0.5481220519135628,2.1069346808177827e-07
2692310.770256752,151097309873.10614,1221.0119516724478,0.5525542581158696,2.1074535799077057e-07
2713344.448149383,151123190935.45093,1239.9269003318777,0.5569875440691557,2.1079613535079122e-07
2734378.126042014,151149471257.446,1258.9757206981412,0.5614218862811904,2.1084579157333518e-07
2755411.803934645,151176153650.1754,1278.1579436286963,0.5658572610792673,2.1089431811841415e-07
2776445.481827276,151203240914.5502,1297.473093402532,0.5702936446132433,2.1094170649753535e-07
2797479.1597199067,151230735841.3087,1316.920687720167,0.5747310128555391,2.1098794827370163e-07
2818512.837612537,151258641211.0162,1336.50023770365,0.5791693416011383,2.110330350614114e-07
2839546.515505168,151286959794.0025,1356.211247900888,0.5836086064681469,2.1107695852716907e-07
2860580.193397799,151315694350.0335,1376.0532163120615,0.5880487829010062,2.1111971039269107e-07
2881613.87129043,151344847628.565,1396.0256343705,0.592489846168185,2.1116128243297014e-07
2902647.549183061,151374422368.08618,1416.1279869784707,0.5969317713673737,2.1120166648060498e-07
2923681.227075692,151404421296.0184,1436.3597525134662,0.6013745334263354,2.1124085442654274e-07
2944714.9049683227,151434847128.71533,1456.7204028282054,0.6058181071029056,2.1127883822007898e-07
2965748.5828609536,151465702571.4629,1477.2094032506325,0.610262466984993,2.1131560986885767e-07
2986782.2607535846,151496990318.205,1497.8262126189252,0.6147075874934425,2.113511614412334e-07
3007815.9386462155,151528713051.62036,1518.570283282753,0.6191534428817055,2.1138548506639811e-07
3028849.616538846,151560873442.83905,1539.4410611205078,0.6236000072379702,2.114185729357973e-07
3049883.294431477,151593474151.04727,1560.43798557973,0.6280472544888526,2.1145041730592838e-07
3070916.972324108,151626517823.4873,1581.5604896771051,0.6324951583993963,2.1148101049834087e-07
3091950.6502167387,151660007095.4576,1602.807999998467,0.6369436925730728,2.1151034489963615e-07
3112984.3281093696,151693944590.22165,1624.1799367149065,0.6413928304528279,2.115384129622144e-07
3134018.0060020005,151728332918.74722,1645.6757136421506,0.6458425453245091,2.1156520720697728e-07
3155051.6838946315,151763174679.86636,1667.2947382070336,0.6502928103148115,2.1159072022191627e-07
3176085.3617872624,151798472459.6669,1689.0364115313039,0.654743598397459,2.116149446661815e-07
3197119.0396798933,151834228831.438,1710.9001284401047,0.6591948823937921,2.1163787327048223e-07
3218152.717572524,151870446355.67004,1732.8852774619722,0.6636466349727668,2.11659498837087e-07
3239186.395465155,151907127580.0435,1754.9912408313887,0.6680988286510987,2.11679814239912e-07
3260220.0733577856,151944275039.10736,1777.2173945717723,0.6725514357976031,2.1169881242735038e-07
3281253.7512504165,151981891254.48752,1799.5631084628922,0.6770044286309316,2.117164864211342e-07
3302287.4291430474,152019978734.3962,1822.0277461196376,0.6814577792248067,2.117328293192928e-07
3323321.1070356783,152058539973.41678,1844.610665034888,0.6859114595105712,2.1174783429767353e-07
3344354.7849283093,152097577452.50354,1867.3112165795096,0.6903654412771877,2.117614946099417e-07
3365388.46282094,152137093638.98184,1890.1287460023589,0.6948196961712388,2.1177380358758067e-07
3386422.140713571,152177090986.37186,1913.0625924848089,0.69927419569951,2.117847546413426e-07
3407455.818606202,152217571934.30685,1936.1120891924259,0.7037289112308152,2.1179434126255215e-07
3428489.496498833,152258538908.45563,1959.276563269843,0.7081838139963316,2.118025570231495e-07
3449523.174391464,152299994320.06204,1982.5553359527903,0.7126388750955672,2.118093955788019e-07
3470556.852284095,152341940565.93893,2005.9477225697894,0.7170940654964465,2.1181485066894957e-07
3491590.5301767252,152384380028.46802,2029.453032542156,0.7215493560353106,2.1181891611680572e-07
3512624.208069356,152427315075.54037,2053.0705694056824,0.726004717417867,2.1182158582981746e-07
3533657.885961987,152470748060.28873,2076.7996309320765,0.7304601202239993,2.1182285380218186e-07
3554691.563854618,152514681321.26144,2100.63950906494,0.734915534904889,2.1182271411354376e-07
3575725.241747249,152559117181.87753,2124.58949007237,0.7393709317906232,2.1182116093241585e-07
3596758.91963988,152604057950.3548,2148.648854569919,0.7438262810912654,2.118181885166777e-07
3617792.5975325108,152649505919.70984,2172.8168775205913,0.7482815528968559,2.1181379121357576e-07
3638826.2754251417,152695463367.75272,2197.092828237151,0.7527367171775071,2.1180796345976282e-07
3659859.9533177726,152741932556.81113,2221.4759705151964,0.7571917437885606,2.118006997835418e-07
3680893.6312104035,152788915733.88556,2245.9655625958044,0.761646602468413,2.1179199480418923e-07
3701927.3091030344,152836415130.26044,2270.5608572794727,0.7661012628441431,2.117818432340849e-07
3722960.986995665,152884432961.2851,2295.261102008052,0.7705556944350948,2.117702398801495e-07
3743994.664888296,152932971426.37405,2320.065538864753,0.7750098666528771,2.1175717964384456e-07
3765028.3427809267,152982032709.00684,2344.973404574138,0.7794637488013638,2.1174265752117272e-07
3786062.0206735577,153031618976.59375,2369.9839305757314,0.783917310079429,2.1172666860368074e-07
3807095.6985661886,153081732380.36456,2395.096343124229,0.7883705195839574,2.1170920807977424e-07
3828129.3764588195,153132375055.3521,2420.309863261548,0.7928233463093249,2.1169027123445262e-07
