t,r,r_dot,theta,theta_dot
0.0,150000000000.0,0.0,0.0,1.9832769515795482e-07
21033.677892630876,150000000000.0,-3.648761482648116e-14,0.004171560857140311,1.9832769515795482e-07
42067.35578526175,150000000000.0,-7.297522965296231e-14,0.00834312171428062,1.9832769515795482e-07
63101.03367789263,150000000000.0,-1.0946284447944347e-13,0.01251468257142093,1.9832769515795482e-07
84134.7115705235,150000000000.0,-1.4595045930592462e-13,0.01668624342856124,1.9832769515795482e-07
105168.38946315438,150000000000.0,-1.8243807413240576e-13,0.020857804285701546,1.9832769515795482e-07
126202.06735578526,150000000000.0,-2.1892568895888696e-13,0.025029365142841865,1.9832769515795482e-07
147235.74524841615,150000000000.0,-2.5541330378536817e-13,0.029200925999982176,1.9832769515795482e-07
168269.423141047,150000000000.0,-2.919009186118493e-13,0.03337248685712249,1.9832769515795482e-07
189303.10103367787,150000000000.0,-3.2838853343833043e-13,0.0375440477142628,1.9832769515795482e-07
210336.77892630876,150000000000.0,-3.648761482648116e-13,0.04171560857140312,1.9832769515795482e-07
231370.45681893965,150000000000.0,-4.013637630912928e-13,0.04588716942854343,1.9832769515795482e-07
252404.1347115705,150000000000.0,-4.37851377917774e-13,0.050058730285683736,1.9832769515795482e-07
273437.8126042014,150000000000.0,-4.743389927442551e-13,0.05423029114282406,1.9832769515795482e-07
294471.4904968323,150000000000.0,-5.104403507754831e-13,0.058401851999964345,1.9832769515795482e-07
315505.16838946316,150000000000.0,-5.451190838343416e-13,0.06257341285710465,1.9832769515795482e-07
336538.846282094,150000000000.0,-5.784112397101138e-13,0.06674497371424495,1.9832769515795482e-07
357572.5241747249,150000000000.0,-6.10417576759529e-13,0.07091653457138526,1.9832769515795482e-07
378606.20206735574,150000000000.0,-6.412367368673667e-13,0.07508809542852557,1.9832769515795482e-07
399639.87995998666,150000000000.0,-6.709652454464549e-13,0.07925965628566589,1.9832769515795482e-07
420673.5578526175,150000000000.0,-6.996975114376718e-13,0.0834312171428062,1.9832769515795482e-07
441707.2357452484,150000000000.0,-7.275258273099445e-13,0.08760277799994651,1.9832769515795482e-07
462740.9136378793,150000000000.0,-7.545403690602502e-13,0.09177433885708682,1.9832769515795482e-07
483774.59153051017,150000000000.0,-7.80829196213615e-13,0.09594589971422714,1.9832769515795482e-07
504808.269423141,150000000000.0,-8.064782518231146e-13,0.10011746057136743,1.9832769515795482e-07
525841.947315772,150000000000.0,-8.315713624698742e-13,0.10428902142850777,1.9832769515795482e-07
546875.6252084028,150000000000.0,-8.561902382630685e-13,0.10846058228564805,1.9832769515795482e-07
567909.3031010337,150000000000.0,-8.804144728399217e-13,0.11263214314278838,1.9832769515795482e-07
588942.9809936646,150000000000.0,-9.043215433657072e-13,0.11680370399992869,1.9832769515795482e-07
