series,YR2020,YR2021,YR2022,YR2023,YR2024
FP.CPI.TOTL.ZG,5.40516207933392,6.10793603659176,7.65986268272224,7.67139634029402,4.48978854243448
FR.INR.LEND,11.9957846171539,12.0799983467507,12.3358409030593,13.588501716128,
